Failure Analysis Date,"Start Date
00:00:00","End Date
00:00:00",Analyzed by,SPOC Single Point of Contact,FWU Error Code,Server Serial No,From Bundle Version,Target Bundle Version,iLO version,Server Model,iSUT version,COM4VC version,"Upgrade type sequence (BMC, SUT, UEFI, Reset, Wait)","Failed Component details(Filename -> Component name -> From version -> To version)",Analysis details,Update Type,"Customer retry suceeded",Defect ID,Next action item,Product,Sub category,Broad Category (FWE-102),Region,Customer Name/Application Customer ID/Workspace ID
10/3/2025,10/3/2025,10/4/2025,Karunakar,,FWE-102,P52534-B21+2M2D2800VK,,SPP 2025.07.00.00 (08 Aug 2025),iLO 6 v1.70,ProLiant DL380 Gen11,5.3.0.0,No,SUT,"HPE MR416i-p, MR416i-a, MR216i-p, MR216i-a Gen10p Controllers a

HPE MegaRAID Storage Administrator for Windows 64-bit (HPE MRSA

HPE MegaRAID Storage Administrator StorCLI for Windows 64-bit (

Mellanox CX5 and CX6DX Driver for Microsoft Windows Server 2025

Agentless Management Service for Microsoft Windows x64'
","9b596b22-c2c7-4cf8-8134-614de1bbdd70
Firmware update failed for 5/10 components
2025-10-02 20:20:11

Microsoft Windows Server 2025 Standard

As per bundle report, cp067304 and  cp064820 went in to exception in the first attempt and not listed in the second attempt 

In the second attempt , cp064823, cp064824 and cp066447 went in to exception 

Looks like there only two components failed totally

iSUT is part of installset and iSUT completed 'Version': '5.3.0.0' to '6.2.0.0'

Customer retry succeeded at 2025-10-02 22:34:37
No proper data in static iSUT logs
Need to request for iSUT logs

3/10: Check the inventory for 2nd attempt.
Get the iSUT logs.
Karunakar>>> COM form submitted
8/10/25: Not yet received COM case ID
Sent a mail to COM support
P52534-B21+2M2D2800VK – Case 5392661296",Online,,,,,,,ccprodeuc1,"baec58568a0711eebf827a3d017e47c9
Vitol Organization"
10/3/2025,10/2/2025,10/3/2025,Ambika,,PFWE-000,P52534-B21+CZ2D2R08CF,,,,,,Yes,,,"2ee704bb-c9df-41fc-a6a5-b0939fc1a841


'DeviceDiscoveryComplete': {'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True},",,No retry,,,,,,ccprodeuc1,44cb267ccff611ee916e1a48fb4659b4
10/3/2025,10/2/2025,10/3/2025,Ambika,,PFWE-000,P52534-B21+CZ2D2R08CG,,,,,,Yes,,,"888f5828-894a-4717-8113-c80c41a92e4a

'DeviceDiscoveryComplete': {'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True},",,No retry,,,,,,ccprodeuc1,44cb267ccff611ee916e1a48fb4659b4
10/3/2025,10/2/2025,10/3/2025,Srinivas,,PFWE-000,P52534-B21+CZ2D2R08CH,,2025.05.00.00 GEN 11,iLO 6 v1.69,ProLiant DL380 Gen11,,COM4VC-V1.4.0,,,"5df253ca-333d-4b8a-b664-5f2b1ae706a8
Unable to update firmware because server device discovery has not completed

'AMSDeviceDiscovery': 'NoAMS' 
COM4VC use case ( 'autoReboot': False)",,,,,,,,ccprodeuc1,44cb267ccff611ee916e1a48fb4659b4
10/3/2025,10/2/2025,10/3/2025,Srinivas,,PFWE-000,P52534-B21+CZ2D2R08CJ,,2025.05.00.00 GEN 11,iLO 6 v1.69,ProLiant DL380 Gen11,,COM4VC-V1.4.0,,,"1f41944a-f62e-401b-8f38-3f53ef1e92d9
Unable to update firmware because server device discovery has not completed

'AMSDeviceDiscovery': 'NoAMS' 
COM4VC use case ( 'autoReboot': False)",,,,,,,,ccprodeuc1,44cb267ccff611ee916e1a48fb4659b4
10/3/2025,10/2/2025,10/3/2025,Srinivas,,PFWE-000,P52534-B21+CZ2D2Z0F6T,,2025.07.00.00 Gen 11 ,iLO 6 v1.67,ProLiant DL380 Gen11,,,,,"e0d0d524-2a3b-4043-b3b6-ead561eca9b7
Analyze Firmware Update error is  CANNOT_UPDATE_WITH_CURRENT_POWER_STATE
PostState : ""InPostDiscoveryComplete""
PowerOff after Update : ""True""",,,,,,,,ccprodeuc1,76aa8dea9e9911f08e6d06e6c883098d
10/3/2025,10/2/2025,10/3/2025,Srinivas,,PFWE-000,P52766-B21+CZUD2Z026Z,,2025.07.00.00 Gen 11 ,iLO 6 v1.67,ProLiant DL320 Gen11,,,,,"d1fa9e0a-5e74-46ac-be11-b240d0beee66
Analyze Firmware Update error is  CANNOT_UPDATE_WITH_CURRENT_POWER_STATE
PostState : ""InPostDiscoveryComplete""
PowerOff after Update : ""True""",,,,,,,,ccprodeuc1,76aa8dea9e9911f08e6d06e6c883098d
10/3/2025,10/2/2025,10/3/2025,Srinivas,,PFWE-000,P52766-B21+CZUD2Z0270,,2025.07.00.00 Gen 11 ,iLO 6 v1.67,ProLiant DL320 Gen11,,,,,"f8597a2e-3d5f-40ad-9960-276bbdd18731
Analyze Firmware Update error is  CANNOT_UPDATE_WITH_CURRENT_POWER_STATE
PostState : ""InPostDiscoveryComplete""
PowerOff after Update : ""True""",,,,,,,,ccprodeuc1,76aa8dea9e9911f08e6d06e6c883098d
10/3/2025,10/2/2025,10/3/2025,Ambika,,PFWE-000,P65392-B21+CZ2D3100VV,,,,,,,,,"6f1bfaa3-6918-4bb6-819b-932986523d33

[""\n * The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\n""]}",,,,,,,,ccprodeuc1,76aa8dea9e9911f08e6d06e6c883098d
10/6/2025,10/3/2025,10/6/2025,Sowmya,,PFWE-000,867959-B21+CN7846001T,,2025.05.00.00 Gen 10 ,3.15 Aug 11 2025,ProLiant DL360 Gen10,701.5.0.0.16-0,No,,,"e36abffe-6412-473e-9039-fb4a89a5b558
OS:  ESXi 7.0.0

Humio logs,
2025-10-03 11:40:17.
Exception occurred while executing FirmwareUpdate.New job: StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update.Error:: JobErrorException : PFWE-000 

DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Busy', 'SmartArrayDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': False

PowerState: On
PostState': 'FinishedPost
is_preflightcheck_skipped': False
prerequisite_check': True,

Customer retry succeded",Online,Yes,,,,,,ccprodusw2,"4b7d6be42b7911f0a6eeb65bb218cb94
DXC - Kraft Heinz"
10/6/2025,10/2/2025,10/6/2025,Sowmya,,PFWE-000,868703-B21+2M203308WH,,89d66d9c56b3455482b7a2e8f7d3cfac,iLO5 3.15 Aug 11 2025,ProLiant DL380 Gen10,6.2.0,COM4VC-V1.3.0,,,"769eb29e-a75f-45ad-b060-080777efd6ae

Humio logs,
[{'messageId': 'FACTORY_MODE_UNSUPPORTED', 'description': 'Factory mode unsupported', 'messageArgs': {}, 'messageToDisplay': ""Server is in the 'Factory' security state and it must be in another supported state to perform a firmware update. To change the security state, open a support case by clicking on the help icon in the UI and select Compute Ops Management - Create Case.""}], 'application_customer_id': ''}} for job ID: 769eb29e-a75f-45ad-b060-080777efd6ae

Exception occurred while executing FirmwareUpdate.New job: 
StateChangeReason: {'message_id': 'PFWE-000', 'message_args': [""\n * Server is in the 'Factory' security state and it must be in another supported state to perform a firmware update. To change the security state, open a support case by clicking on the help icon in the UI and select Compute Ops Management - Create Case.\n""]} Error:: JobErrorException : PFWE-000 

DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'SmartArrayDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': True}
",Online,No entry,,,,,,ccprodusw2,"7195beb019d911ef9037dec455561d57
American Airlines - Cevos"
10/6/2025,10/4/2025,10/6/2025,Sowmya,,PFWE-000,P17081-B21+2M203908H5,,36cc4f89eab74c898a2b957b716235a7,NA,ProLiant DL20 Gen10,800.5.3.0.4-0,No,,,"a5e16664-cfc3-40b7-b3df-e65568aa0e1d

FirmwareUpdateGetSystemsData beginning retry 29/30 

Humio logs,
Exception occurred while executing FirmwareUpdate.New job: 
StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update

'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'SmartArrayDiscovery': 'PendingSoftwareRAID', 'ServerFirmwareInventoryComplete': False}
PowerState: On
PostState': 'FinishedPost
prerequisite_check': True
is_preflightcheck_skipped': not getting any data",NA,No entry,,,,,,ccprodusw2,"21bc9a24167611eeb0da160490348fbc

Piston Group"
10/6/2025,10/3/2025,10/6/2025,Sowmya,,PFWE-000,P19766-B21+MXQ2120NJL,,89d66d9c56b3455482b7a2e8f7d3cfac,NA,ProLiant DL360 Gen10,"""800.6.3.0.13-0",COM4VC-V1.4.0,,,"7de98c49-2d24-4878-8fd1-88dacf70b8dc

Humio logs,
Step 2:
FirmwareUpdateGetSystemsData beginning retry 29/30

{'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update

{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'SmartArrayDiscovery': 'PendingSoftwareRAID', 'ServerFirmwareInventoryComplete': False}

PowerState: On
PostState': FinishedPost
prerequisite_check': True
is_preflightcheck_skipped: not getting data",,No retry,,,,,,ccprodusw2,"834a7e92f9e511efb1018ad478755d16
St. Jude Children's Research Hospital"
10/6/2025,10/2/2025,10/6/2025,Sowmya,,PFWE-000,P19766-B21+MXQ2120NJL,,89d66d9c56b3455482b7a2e8f7d3cfac,NA,ProLiant DL360 Gen10,"""800.6.3.0.13-0",COM4VC-V1.4.0,,,"d4174879-5277-40f1-8093-51292f834bb0

Humio logs,
'message_args': ['\n\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update.

'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'SmartArrayDiscovery': 'PendingSoftwareRAID', 'ServerFirmwareInventoryComplete': False

PowerState': 'On
PostState': 'FinishedPost
PowerState: On
PostState': FinishedPost
prerequisite_check': True
is_preflightcheck_skipped: not getting any data",,No retry,,,,,,ccprodusw2,"834a7e92f9e511efb1018ad478755d16
St. Jude Children's Research Hospital"
10/6/2025,10/4/2025,10/6/2025,Sowmya,,FWE-158,P48405-B21+3M1D2P14P2,,2025.07.00.00 Gen 11,"1.70 Aug 11 2025
",ProLiant ML350 Gen11,6.1.0,No,,,"77c912d6-1f40-4ef3-85e5-6fc4578b2785
OS:Microsoft Windows Server 2025 Standard-10.0.26100

Humio logs,
2025-10-04 20:17:00.155
[Step FirmwareUpdateMonitorStatus]:2381
Exception occurred while executing FirmwareUpdate.New job: 77c912d6-1f40-4ef3-85e5-6fc4578b2785 for resource P48405-B21+3M1D2P14P2/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-158', 'message_args': ['128', '128']} Error:: JobErrorException : Firmware update task monitor failed with all retries exhausted

6/10: Check the task state
Was iLO part of install set?
Need further analysis
6/10: iLO is not part of install set response.

No disconnectivity detected:

disconnected_at:2025-10-03T 07:18:08
connected_at:2025-10-03T 07:18:28

7/10: Need further analysis - Naresh
8/10: Naresh> There is only one component in the sequence and iLO side it was observed that ""BundleUpdateInstallSetMetaDownloadStatus"" got struck did not move after that. Due to that, it failed finally with FWE-158. We will open a defect with the iLO team.

8/10: Open new defect and map

<Ambika> 
No new bug required, submitting COM form asking customer to verify their proxy or firewall setting. 

Here installset sequence contains only 1 component and estimated installation time is 16 minutes. With some extra time given job is attempting to monitor the simple update task for 32minutes. But in all the 32 minutes, iLO is unable to download the installset sequence and all the COM's retry got exhausted so JOB ended with FWE-158 error code, which is as expected. 

Looks this customer has some configuration issue (proxy/firewall)  due to which iLO is unable to download the installset sequence. Ideally connectivity test should capture this, but the test is taking 24minutes to complete and JOB currently doesn't wait for 24 minutes so the test results were not considered originally and the job was not able to fail with FWVE-104 error code. Some corner case, connectivity test takes more time is a known problem and we have made additional checks in COM code to handle that to some extent. ",Online,,,,,,,ccprodusw2,"8aac35463b1611f0b331de1264b397b0
ATAS"
10/6/2025,10/5/2025,10/6/2025,Sowmya,,FWE-102,P48405-B21+CZJD1000TV,,2025.07.00.00 Gen 11 ,1.70 Aug 11 2025,,4.5.0,No,SUT,"Integrated Smart Update Tools for Windows x64 from 4.5.0.0 to 6.2.0

Integrated Smart Update Tools for Windows x64 from """" to 6.2.0


Matrox G200eH3 Video Controller Driver for Microsoft Windows Se

Identifiers for Intel Xeon Scalable Processors
MR416i-p, MR416i-a, MR216i-p, MR216i-a Gen10p Controllers and M

HPE MegaRAID Storage Administrator for Windows 64-bit

iLO 6 Automatic Server Recovery Driver for Microsoft Windows
HPE MegaRAID Storage Administrator StorCLI for Windows 64-bit","4b287a9e-f430-4706-9cd6-c7a8f1a62eaf
OS: Microsoft Windows Server 2022 Standard-10.0.20348

Humio logs,
[Step FirmwareUpdateGetBundleReport]:2506 STEP ERROR: Firmware update failed for 9/10 components for device: P48405-B21+CZJD1000TV at step 51 ErrorCode:FWE-102 Failed Component List:['cp064819.exe', 'cp064823.exe', 'cp064824.exe', 'cp065117.exe', 'cp066627.exe', 'cp066647.exe', 'cp067430.exe', 'cp067680.exe', 'cp067683.exe'] job ID: 4b287a9e-f430-4706-9cd6-c7a8f1a62eaf

AHS logs,
Informational,657,231118,Firmware Flash,DSE Firmware Upgrade Information, , ,10/05/2025 09:18:58,DSE : the bundle update process timed out :
remaining time = 0

iSUT issue while updating from 4.5.0 to 6.2.0

6/10: Share AHS file
Need to check why SUT update failed.

6/10: Shared AHS logs to Devendra
AHSlog:
Informational,657,231166,0x0023,iLO,0x0494,Administration,10/05/2025 09:19:04,59339: REST - Task Id 8 (UpdateService.SimpleUpdate) has changed state to stopping.

SUT service log does not have any information related to SUT failure.

7/10: Need further analysis - Devendra
7/10: Raised COM form to collect iSUT logs 
case id 5392723669",Online,No retry,,,,,,ccprodeuc1,"9c5f6768eef911efbae802580302fce5
HPE Internal Nitec hpe-activate-migration-tac@hpe.com"
10/6/2025,10/3/2025,10/6/2025,Sowmya,,FWE-102,P52534-B21+CZ234604D4,,2025.03.00.00 Gen 11 ,1.70 Aug 11 2025,ProLiant DL380 Gen11,800.6.0.0.37-0,No,BMC,Broadcom Firmware Package for BCM5741x adapters,"d2941a9e-1496-4fcc-9238-6a8ca0921906

Humio logs,
Exception occurred while executing FirmwareUpdate.New job: d2941a9e-1496-4fcc-9238-6a8ca0921906 for resource P52534-B21+CZ234604D4/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-102', 'message_args': ['1', '3', 'SPP 2025.03.00.00 (03 Apr 2025)', 'bcm232.1.132.8.pup.fwpkg']} Error:: JobErrorException : Firmware update failed for 1/3 components 

Customer retry has succeded (2 retries attempted)

6/10: Need to analyze further.
For succeded jobs, getbundlereport is empty.
Install set sequence BMC component is present.

7/10: Need to analyze further - Naresh

8/10: Can raise a defect with iLO for BCM component issue. (looks like power issue here also)
8/10: Raised defect on iLO: CSFE-86255",Online,Yes,CSFE-86255,,,,,ccprodeuc1,"f78df10cab3b11eeab49460041ab59fc
Mobile AS"
10/6/2025,10/5/2025,10/6/2025,Sowmya,,PFWE-000,P71671-425+CZUD2Z00PX,,,,,,,,,"a45ce290-f292-4ed2-9728-ed7ceca788b3
Same as above",,,,,,,,ccprodeuc1,"b7b82cd6925311f0b7e1460f1cb6c689
DBCENTER
luc@dbcenter.be"
10/6/2025,10/5/2025,10/6/2025,Sowmya,,PFWE-000,P71671-425+CZUD2Z00PX,,2025.07.00.00 Gen 11 ,"1.70 Aug 11 2025
",ProLiant ML350 Gen11,NA,No,,,"a9e98cb3-4c61-4f66-95fe-9d7ae0c3e54d

Humio logs,

[Step FirmwareUpdateAnalyzeInstallSet]:1414 Server P71671-425+CZUD2Z00PX with analyze response: [""The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.""]

Exception occurred while executing FirmwareUpdate.New job: a9e98cb3-4c61-4f66-95fe-9d7ae0c3e54d for resource P71671-425+CZUD2Z00PX/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'PFWE-000', 'message_args': [""\n * The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\n""]} Error:: JobErrorException : PFWE-000 

PostState': 'InPostDiscoveryComplete
Powerstate: on
is_preflightcheck_skipped': False
prerequisite_check': True

Customer retry has succeeded

6/10: Find out and update the customer name",Online,Yes,,,,,,ccprodeuc1,"b7b82cd6925311f0b7e1460f1cb6c689
DBCENTER
luc@dbcenter.be"
10/6/2025,10/3/2025,10/6/2025,Sowmya,,PFWE-000,P73282-B21+CZ2D2X04VJ,,,"iLO 7"",""version"":""1.14.00 May 28 2025",HPE ProLiant Compute DL380 Gen12,NA,No,,,"464d4568-2118-4164-a268-fc64ea9a97c9
Humio logs,
Exception occurred while executing FirmwareUpdate.New job
The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\n""]} Error:: JobErrorException : PFWE-000 


PowerState': 'On
lastFullInventoryCollectionPowerState"":""Unknown
PostState': 'InPostDiscoveryComplete'
is_preflightcheck_skipped': False
'prerequisite_check': True

Customer retry succeded",Online,Yes,,,,,,ccprodeuc1,"344cfec0a1b411efa955b6c0cdfe2fc4
LJMU - Primary Storage"
10/7/2025,10/6/2025,10/7/2025,Sowmya,,PFWE-000,P52499-B21+CZJD10012S,,54cdea84c1704d9ebe42db8c210e4d04,,ProLiant DL360 Gen11,,COM4VC-V1.4.0,,,"616951dc-64dc-4564-ad19-02c62a79b484

Humio logs,

2025-10-06 15:43:04.
[Step FirmwareUpdateGetSystemsData]:2381
FirmwareUpdateGetSystemsData beginning retry 29/30

Exception occurred while executing FirmwareUpdate.New job:
 StateChangeReason: {'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server device discovery has not completed

DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True
PowerState: On
PostState: 'FinishedPost

7/10: Check the Raiser logs when the AMS was available.
7/10: DeviceDiscoveryStatusV2: EventTimestamp: 2025-10-06T15:54:22Z:
ServerFirmwareInventoryComplete: EventTimestamp: 2025-10-06T15:54:22
8/10: Naresh will check this
9/10:<Naresh>Shared info to Sowmya.
10/10: Took 10 to 15 mins after fW update failure",Online,No retry,,,,,,ccprodeuc1,"c9aec7f412b311ef9e51a654a1e2d59c
	
Paratus Namibia"
10/7/2025,10/6/2025,10/7/2025,Sowmya,,PFWE-000,P52534-B21+2M233501GR,,,,ProLiant DL380 Gen11,,Yes,,,"3efe13f5-5b5d-493f-adb3-84e59bac5e11
Same as above",Online,,,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement
 Labs chris.s.bradley@hpe.com"
10/7/2025,10/6/2025,10/7/2025,Sowmya,,PFWE-000,P52534-B21+2M233501GT,,,,ProLiant DL380 Gen11,,"Yes, Version not listing",,,"480304ad-f949-4a15-822f-ce2e6844a58f

The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\n""]} Error:: JobErrorException : PFWE-000 

DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True
power_off: True,
PostState': 'InPostDiscoveryComplete",Online,,,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement
 Labs chris.s.bradley@hpe.com"
10/7/2025,10/6/2025,10/7/2025,Sowmya,,PFWE-000,P52534-B21+2M233501GV,,,,ProLiant DL380 Gen11,,Yes,,,"fe65b024-6315-4c70-a638-031bcd562323
Same as above",Online,,,,,,,ccprodusw2,"15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement
 Labs chris.s.bradley@hpe.com"
10/8/2025,10/7/2025,10/8/2025,Sowmya,,PFWE-000,P19766-B21+MXQ2120NJL,,89d66d9c56b3455482b7a2e8f7d3cfac,,ProLiant DL360 Gen10,800.6.3.0.13-0,COM4VC-V1.4.0,,,"64dd0c5c-3145-4e59-98cb-9fd320f70ea5

Humio logs,
[Step FirmwareUpdateGetSystemsData]:2382 

Exception occurred while executing FirmwareUpdate.New job:  'message_args': ['\n\n Unable to update firmware because server device discovery has not completed.

prerequisite_check: True
is_preflightcheck_skipped: Not returning any data
DeviceDiscovery: vMainDeviceDiscoveryComplete, AMSDeviceDiscovery: Complete, 
SmartArrayDiscovery: PendingSoftwareRAID, ServerFirmwareInventoryComplete: False",Online,,,,,,,ccprodusw2,"834a7e92f9e511efb1018ad478755d16
St. Jude Children's Research Hospital"
10/8/2025,10/7/2025,10/8/2025,Sowmya,,PFWE-000,P52499-B21+CZJ33913L6,,,,ProLiant DL360 Gen11,800.6.1.0.37-0,COM4VC-V1.3.0,,,"2ace0556-5beb-4d70-a383-180da32a5c7b

Humio logs,
Exception occurred while executing FirmwareUpdate.New job:  'message_args': ['\n\n Unable to update firmware because server device discovery has not completed.

DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True
prerequisite_check': False
is_preflightcheck_skipped: not returning any data",Online,,,,,,,ccprodeuc1,"cf1755d23c3811ee8de456db0f63b6e2
Trainline"
10/8/2025,10/7/2025,10/8/2025,Sowmya,,PFWE-000,P52499-B21+CZJD1R01FL,,,,ProLiant DL360 Gen11,800.6.1.0.37-0,COM4VC-V1.3.0,,,"75b42de9-5ca9-4bb3-9cd0-485539ac682b

Humio logs,
Unable to update firmware because server device discovery has not completed.

'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True
prerequisite_check': False
is_preflightcheck_skipped: not returning any data
PostState': 'FinishedPost
'PowerState': 'On'

in razor logs , no entery with ""AMSDeviceDiscovery""

DeviceDiscoveryStatusV2: EventTimestamp: 2025-10-07T13:54:35Z:

8/10: Check with Naresh why AMS logs are not there

9/10:<Naresh> AMS state is complete after 12 mins after FW update failed.  Informed to Sowmya. Also working with COM4VC team why we are seeing this behaviour.  They are working to reproduce the issue locally.",,,,,,,,ccprodeuc1,"cf1755d23c3811ee8de456db0f63b6e2
Trainline"
10/8/2025,10/7/2025,10/8/2025,Sowmya,,FWE-102,P52534-B21+2M2D2301GS,,2025.07.00.00 Gen 11,1.70 Aug 11 2025,,6.1.0,No,SUT,"Integrated Smart Update Tools 6.2.0 for ESXi 8.0 and ESXi 9.0 from 6.1.0 to 6.2.0

HPE MegaRAID Storage Administrator StorCLI for VMware8.0 (For G

HPE MR416i-p, MR216i-p, MR416i-a, MR216i-a Gen10 plus Controlle","78eddd09-27dd-4480-8ae5-166a4156ffc5
OS:VMware ESXi-8.0.3 Build-24585383 Update 3 Patch 60

Humio logs,
[Step FirmwareUpdateSummarizeJob]:432 

Exception occurred while executing FirmwareUpdate.New job: 
StateChangeReason: {'message_id': 'FWE-102', 'message_args': ['3', '4', 'SPP 2025.07.00.00 (08 Aug 2025)', 'HPE MR416i-p, MR216i-p, MR416i-a, MR216i-a Gen10 plus Controlle\n\nHPE MegaRAID Storage Administrator StorCLI for VMware8.0 (For G\n\nIntegrated Smart Update Tools 6.2.0 for ESXi 8.0 and ESXi 9.0']} Error:: JobErrorException : Firmware update failed for 3/4 components 

All sut updatable components went into exception in getbundle report.

iSUT failed to update from 6.1.0 to 6.2.0
iSUT space issue with 6.1.0.

Communication sent to customer to clear isut space and retry firmware update. case id 5392697702",Online,No retry,,Space issue,,,,ccprodusw2,"eb9c26aa191a11efbe956e5d4ca153b5
H.E. Williams"
